"document","text","negative","positive","sentiment_score"
281,"25 жовтня 2022 року відбудеться сонячне затемнення (диск Місяця перекриває диск Сонця). У Кропивницькому фаза такого перекриття становитиме близько 60%. Рис. 1 Змонтовані фотозображення різних фаз повного сонячного затемнення Сонячне затемнення починається з правого, західного краю сонячного диска. На ньому з'являється темна виїмка (щербина), яка поступово зростає, і Сонце набирає форми все вужчого серпа. У момент, коли настає фаза повного затемнення, можна спостерігати кільце зовнішніх шарів Сонця. На рис. 1 наведено змонтовані зображення різних фаз сонячного затемнення. Нагадаємо, що сонячне затемнення спостерігається у фазі нового Місяця, коли тінь від нього падає на окремі ділянки земної поверхні. Там, де падає тінь Місяця, затемнення повне, а де півтінь – часткове (рис. 2). Рис. 2. Схема сонячного затемнення 25 жовтня 2022 року затемнення буде видно в Європі, північно-східній Африці, на Середньому Сході, у західній частині Азії. Незважаючи на те, що дане затемнення є частковим, його буде добре видно на всій території України. Жителі Кропивницького зможуть спостерігати: початок затемнення о 12:26 за київським часом; максимальну фазу о 13:41; закінчення о 14:55. Максимальна фаза (перекриття видимого диску Сонця видимим диском Місяця) становитиме 61 %. Хоча сонячне затемнення відбувається в середньому 3-4 рази на рік, у певній місцевості Землі його можна спостерігати досить рідко. Так, наступне сонячне затемнення, добре видиме в Україні, відбудеться лише через 4 роки - у серпні 2026 року (табл. 1). Таблиця 1. Сонячні затемнення, які можна спостерігати в Україні (2011—2187 pp.) Попереднє сонячне затемнення із фазою більше 50% викладачі і студенти фізико-математичного факультету ЦДПУ ім. В.Винниченка спостерігали 20 березня 2015 року. Рис. 3. Викладачі і студенти фізико-математичного факультету ЦДПУ ім. В.Винниченка спостерігають сонячне затемнення 20 березня 2015 року. Тож сподіваємося на тихий погожий день і готуємось до споглядання сонячного затемнення, починаючи з 12:30. Нагадуємо, що при спостереженнях обов’язково треба використовувати світлофільтр!!! Підготував доцент кафедри природничих наук і методик їхнього навчання О.В. Волчанський 0",NA,NA,NA
282,"Система професійної педагогічної освіти сьогодні ставить на перший план оволодіння студентами загальними і фаховими компетентностями. Це передбачає формування особистісних якостей, які в майбутній професійній діяльності дозволять самостійно й результативно розв’язувати життєві та професійні завдання, ефективно діяти у проблемних ситуаціях. Розвиток пізнавальної активності та професійної мотивації студентів забезпечує квазіпрофесійна діяльність (квазі – від лат. quasi – ніби, немов), яка уможливлює включення майбутніх фахівців у змодельовані реальні педагогічні ситуації майбутньої професійної діяльності. 20 жовтня 2022 року практичне заняття з курсу «Екологічна переробка матеріалів» разом із викладачем – доцентом Л. О. Чистяковою провела студентка ІІ курсу спеціальності 014.10 Середня освіта «Трудове навчання та технології» Наталія Тіхонова. Надзвичайно цікавим і змістовним стало обговорення теми «10 ідей як «озеленити» вашу шафу», в якій йшлося про зміну способу життя людей та заохочення до філософії Zero West – «нуль відходів». Також Наталія розповіла про власний досвід відповідального споживання, продовження життєвого циклу речей завдяки їх модифікації, показала, як із речей, які вже не носяться, пошити модну сумку для закупів та декорувати її розписом. Студентки групи ЛП21Б активно долучилися до обговорення питань, а студентка-магістрантка – відчула, які конкретні завдання, а також інформаційні ресурси і уміння їй потрібні, щоб сформувати компетентності у відповідності до майбутньої професійної діяльності. Інформацію надано кафедрою технологічної та професійної освіти 0",NA,NA,NA
283,"Чергове засідання вже традиційного семінару Міждисциплінарного наукового центру прикладних досліджень (Interdisciplinary Scientific Center Applied Research – ISCAR), що відбулося 18 жовтня цього року, проводилося в рамках виконання проєкту «Субнаціональна гендерна рівність: баланс цінностей ЄС та українських реалій» за програмою ЄС Еразмус+ з напрямку Жан Моне й було присвячене фемінітивам у суспільному бутті, українській літературі та українській мові. У засіданні семінару взяли участь: доктори наук, професори та доценти Анна Дефорж, Сергій Михида, Ірина Сальник, Наталя Пасічник, Алла Растригіна, Тетяна Фурсикова, Юлія Ботузова, Людмила Чистякова, Олена Трифонова, Наталія Чередніченко, Ренат Ріжняк та кандидати наук доценти Катерина Акбаш, Ольга Рєзіна, Андрій Ткачук. Марія Лаврусенко, Ольга Крижанівська, Тетяна Нестеренко, Ганна Волчанська, Крім постійних учасників семінару присутніми були солідна група вчительок та вчителів комунального закладу ""Ліцей ""Науковий"" Міської ради міста Кропивницького"", а також магістрантки та магістранти спеціальності Середня освіта (Математика). Спікерами семінару були доцентка кафедри дошкільної та початкової освіти Леся Кіндей та професор кафедри української мови та журналістики Сергій Михида. Модерував семінар професор Ренат Ріжняк. Професор Сергій Михида у своїй емоційній та запальній промові яскраво представив образ жінки в літературі, починаючи від її ранніх джерел, що описували бутність княгині Ольги, до яскравих творів Ольги Кобилянської. Фемінне – то вільне, то має право вибору долі та вчинків. Доцентка Леся Кіндей детально зупинилася на особливостях утворення та використання фемінітивів в українській мові (як в історичному плані, так і в сучасності). Мову творять люди, отже на неї дуже впливає соціум. Фемінітиви однозначно збагачують мову, і цим сприяють її розвитку. В обговоренні виступили професорки Алла Растригіна та Наталя Пасічник, доцентка Ольга Крижанівська. «Українська мова належить до групи слов’янських синтетичних мов, для яких фемінітиви є характерними і звичними» – такий висновок зробили учасники семінару. В чаті семінару протягом всього часу його проведення з’являлися схвальні коментарі присутніх щодо положень доповідей спікерів та зауваг в обговоренні. 0",NA,NA,NA
284,"13 жовтня 2022 року відбулася відкрита лекція з дисципліни «Теорія еволюції» доктора педагогічних наук, професора, доцента кафедри природничих наук і методик їхнього навчання Дефорж Ганни Володимирівни для студентів спеціальності 014.15 Середня освіта (Природничі науки) другого (магістерського) рівня вищої освіти. На заході були присутні в. о. завідувача кафедри, доктор педагогічних наук, професор І. В. Сальник, доктор педагогічних наук, професор, заслужений вчитель України Н. А. Калініченко, доктор педагогічних наук, доцент В. М. Плющ, кандидат хімічних наук, доцент О. В. Терещенко, кандидат біологічних наук, доцент М. С. Боброва Тема відкритої лекції «Основні етапи хімічної та біологічної еволюції» охоплювала такі питання: хронологія Землі, сучасні гіпотези походження життя, хімічний період еволюції, біологічний період еволюції. Лекція була насичена термінами, визначеннями, були представлені різні гіпотези та концепції походження життя на Землі. Студенти розглянули, що таке геохронологічна шкала, її будову: еон, ера, періоди, історія створення шкали. Дізналися, що таке абсолютний вік і відносний вік, що таке стратиграфія, біостратиграфія, спорово-пилковий аналіз, радіометричні методи. Цікавим було питання про виникнення життя на Землі. Лекторка схарактеризувала безліч концепцій, теорій і гіпотез, зокрема: креаціонізм, теорію спонтанного зародження, стаціонарного стану, панспермії, коацерватну та генетичну гіпотези. Також на лекції були представлені вітчизняні та іноземні вчені-винахідники, лауреати Нобелівської премії. Після лекції відбулося обговорення, кожен з присутніх висловив свою думку. Лекція отримала схвальні відгуки, була проведена на високому науково-методичному рівні; постійно відбувався зв'язок з аудиторією, студенти виступали в якості активних учасників лекції, відповідали на питання, які лектор задавала у процесі викладення матеріалу; під час лекції була використана демонстрація матеріалу у вигляді презентації. Запрошені науковці дійшли висновку, що дисципліна «Теорія еволюції» – це синтез таких наук, як біологія, хімія, фізика, географія, яка покликана формувати науковий світогляд студентів і займає вагоме місце в циклі підготовки студентів природничого спрямування. Інформацію надали в. о. завідувача кафедри, доктор педагогічних наук, професор І. В. Сальник та доктор історичних наук, доцент Г. В. Дефорж 0",1,0,-1
285,"В умовах викликів до системи освіти, які спричинені тривалою пандемією та війною, з метою розширення можливостей використання цифрових інструментів для організації дистанційного навчання й підвищення ефективності освітнього процесу актуальним є питання розвитку та вдосконалення інформаційно-цифрової компетентності, формування вміння створювати інноваційні продукти в освітній діяльності, організовувати дистанційне навчання. З цією метою викладачі кафедри природничих наук і методик їхнього навчання д.п.н., професор, доцент кафедри В.М.Плющ, д.іст.н, професор, доцент кафедри Г. В. Дефорж та к.х.н., доцент кафедри О. В. Терещенко опанували курс «Цифрові інструменти Google для закладів вищої, фахової передвищої освіти». Навчання організоване Міністерством освіти і науки України за підтримки Google Україна. Базоватренінгова платформанавчального курсу є суб'єктомпідвищеннякваліфікації–«АКАДЕМІЯ ЦИФРОВОГО РОЗВИТКУ». Інноваційність програми полягає в практичному застосуванні цифрових інструментів Googleу професійній діяльності для різних пристроїв, створенні умов для успішного розгортання середовища GoogleWorkspaceforEducation. Враховуючи актуальність курсу і для закладів загальної середньої освіти, наразі програму опановують і студенти спеціальностей 014 Середня освіта (Природничі науки) та 014 Середня освіта (Хімія, Біологія та здоров’я людини) першого (бакалаврського) та другого (магістерського) рівнів вищої освіти. Вже отримано перші сертифікати і серед студентів. Інформацію надала д.п.н., професорка, доцентка кафедри В. М. Плющ 0",NA,NA,NA
286,"Завданнями проєкту «Субнаціональна гендерна рівність: баланс цінностей ЄС та українських реалій» за програмою ЄС Еразмус+ з напрямку Жан Моне передбачено викладання магістрантам факультету курсів з гендерного мейнстримінгу. Такі курси були заплановані на двох спеціальностях факультету математики, природничих наук та технологій. Дві групи студентів спеціальності 014 Середня освіта (Математика) (групи МІЕ21М та МА21М) вивчають курс за вибором «Методологічні основи гендерного мейнстримінгу». А студенти спеціальності 122 Комп’ютерні науки (група КН21М) вивчають курс за вибором «Гендерний аналіз, аудит та бюджетування». Викладачами обох курсів є учасники робочої групи проєкту SubGend Катерина Акбаш, Наталя Пасічник та Ренат Ріжняк. Кожен навчальний курс складаються з трьох модулів. Модуль «Гендерний аналіз» (викладачка – доцентка Катерина Акбаш) містить 4 теми: Тема 1. Гендерний аналіз як інструмент гендерного мейнстримінгу. Основи проведення гендерного аналізу у демографічній і соціальній статистиці. Тема 2. Демографічні показники як основа гендерного аналізу Тема 3. Гендерний аналіз соціально-економічної сфери Тема 4. Міжнародні складні гендерні індекси. Методика регіональної адаптації. Тут розглядаються методи створення інфографіки на прикладі показників демографічної гендерної статистики, використовуються різноманітні джерела отримання даних (міжнародні, національні, регіональні), аналітика карт, отримання динамічних рядів даних, групування даних, створення графіків, схем, створення короткої аналітики у вигляді інфографіки (у тому числі за допомогою сучасних інструментів для створення інфографіки). Модуль «Гендерний аудит» (викладач – професор Ренат Ріжняк) також складається з 4-х основних тем: Тема 1. Методологія гендерного аудиту: загальний огляд. Тема 2. Проведення гендерного аудиту. Тема 3. Семінари при проведенні гендерного аудиту. Тема 4. Забезпечення зворотного зв’язку та звітності за результатами гендерного аудиту. У змісті модуля – висвітлення задач гендерного аудиту, характеристика 12-ти основних тем для аналізу під час аудиту, визначення складових гендерного аудиту, правила проведення співбесід та навчальних семінарів з гендерного аудиту. Завершальний модуль «Гендерне бюджетування» (викладачка – професорка Наталя Пасічник) передбачає ознайомлення студентів магістратури з такими темами: Сутність, принципи та базові поняття гендерно-орієнтованого бюджетування. Методологія та інструментарій гендерно-орієнтованого бюджетування. Обчислення витрат на цілі досягнення гендерної рівності. Ініціативи з гендерно-орієнтованого бюджетування на субнаціональному та місцевому рівнях в Україні. Зміст модуля насичений частково теоретичним матеріалом, втім основну його частину складають практичні задачі та ситуації, алгоритми розв’язання яких знаходяться та пропонуються під час детального вивчення та дослідження. У процесі викладання курсів учасники робочої групи крім широкого переліку матеріалів європейських колег та нормативних документів відповідних служб ООН використовують як власні напрацювання, так і результати досліджень, що проводяться в рамках функціонування Міждисциплінарного наукового центру прикладних досліджень. Навчання відбувається на платформі Google Classroom, куди й підвантажені всі необхідні матеріали для вивчення курсу: лекції, посібники, презентації й індивідуальні завдання. 0",1,0,-1
287,"На факультеті математики, природничих наук та технологій 14 жовтня 2022 року в онлайн-режимі відбувся захист виробничої (педагогічної) практики студентів ІІ курсу другого (магістерського) рівня вищої освіти, які навчаються за спеціальністю 014 Середня освіта (Природничі науки). Виробничу (педагогічну) практику студенти проходили у період з 05 вересня по 30 вересня 2022 року в ЗВО «Кіровоградський кооперативний коледж економіки і права імені М.П. Сая Кіровоградської облспоживспілки». Попередньо студенти були ознайомлені зі змістом завдань практики, який визначають чотири модулі: методичний модуль, фаховий, виховний та організаційний. Одним із завдань практики також була апробація результатів матеріалів досліджень відповідно до тематики кваліфікаційних робіт. Організація освітнього процесу в закладі здійснюється в очному та гібридному форматах. То ж магістранти проводили пари в аудиторіях (для тих учнів, що не мали змоги бути на занятті – підключали вебкамеру для онлайн-трансляції) та паралельно висвітлювали матеріали на платформі Google Classroom. Під час захисту матеріалів педагогічної практики студенти поділилися позитивними враженнями від роботи зі старшокласниками, підготували короткі доповіді й презентації проведених уроків, позакласних заходів зі спеціальності, продемонстрували розробки унаочнення та профорієнтаційних заходів для учнів. Наприкінці заходу керівники практики озвучили підсумкові результати та привітали студентів з відмінними результатами. Валентина ПЛЮЩ, д.пед.н., проф. 0",0,1,1
288,"14 жовтня 2022 року на факультеті математики, природничих наук та технологій відбулася кураторська година студентів другого (магістерського) рівня вищої освіти спеціальності «Середня освіта (Природничі науки)» група ПН22М, присвячена «Дню захисника України». Перед здобувачами вищої освіти виступила куратор групи, д.пед.н. Валентина Миколаївна Плющ, яка зазначила, що 14 жовтня в Україні завжди відзначається свято Покрови Пресвятої Богородиці, яка здавна вважається захисницею українських воїнів. А зважаючи на складну історію нашої держави – сакральний сенс свята з часом отримує нові значення і лише підсилює роль цього дня у нашому житті. Одна дата поєднує у собі три яскравих історичних періоди нашої держави: розквіт козацтва, відчайдушну боротьбу повстанців та звісно ж – сьогодення. Під час заходу, вшанували пам’ять про тих, котрі відстоюють цілісність нашої країни, захищаючи кожного з нас. Згадали історію козацтва та історію нашої країни в цілому, адже знання історії рідної країни — це фундамент для формування гідної особистості та відданого громадянина своєї батьківщини. Обговорили серію документальних фільмів «Великі Українці» та «Таємниці великих Українців». Студенти продемонстрували свої відеозвернення зі словами вдячності нашим ЗАХИСНИКАМ! Дякуємо захисникам і захисницям! Низький уклін усім, хто боронить наше життя, нашу землю і небо! Шана і слава захисникам і захисницям Вітчизни, слава Україні! Інформацію підготували: куратор групи ПН22М – д.п.н., проф. В.М.Плющ студенти групи ПН22М (відео), наголошено, що матеріали для відео взято з особистих даних та подано за згодою. 0",0,5,5
289,"Студенти з групи ЦТ20Б (Островський Роман та Павлюк Денис) спеціальності 015 Професійна освіта (Цифрові технології) продовжують приймати активну участь у серії заходів під назвою «Профорієнтаційна презентація університету». Так, 04 жовтня 2022 року делегація студентів та викладачів Центральноукраїнського державного університету імені Володимира Винниченка відвідала Малу Виску, де були презентовані основні здобутки нашого закладу вищої освіти. Представники факультету математики, природничих наук та технологій презентували створених власноруч роботів. Глядачам було презентовано можливості роботів зі сцени, далі запропоновано подивитися на виставку роботів, а також прийняти участь в їх керуванні. Школярів ознайомили зі здобутками студентів спеціальності 015 Професійна освіта (Цифрові технології) у напрямку цифровізації та створення роботизованих систем. Бажаючі з цікавістю долучилися до того, як правильно керувати пристроями. Наприклад, вони мали справу з роботом Ладифі, а також роботом, який має камеру. Наприкінці учні були долучені до участі у тестуванні сигналізації. За активну діяльність, вони отримували призи від нашого університету. Останнє завдання було не самим з найлегших. Одному з учасників довелося пройти складний шлях під сигналізацією. Він отримав підказку у вигляді нагадування того, що він міг побачити у фільмах. Маючи в руках дезодорант, який йому видали студенти, здобувач освіти розпилив його у повітрі та побачив сам лазер. Будучи дуже спритним, він зміг перестрибнути його та справитися з поставленою задачею, після чого отримав нагороду. Жваве обговорення у присутніх викликала інформація, що студенти активно співпрацюють з відділом протидії кіберзлочинам в Кіровоградській області Департаменту кіберполіції НПУ. Павлюк Денис розповів за проєкт «Мрія» та ознайомив глядачів з відео матеріалом від департаменту кіберполіції, а також запропонував бажаючим долучитися до команди. Вкінці, він наголосив, що кожен українець – ВОЇН на своєму фронті, а наш фронт – інформаційний. Після завершення нашого виступу нам було дуже приємно отримувати запитання від викладачів закладів освіти та школярів: «А чим саме ви займаєтеся у співпраці з кіберполіцією? Чи важко створювати 3D-моделі? Чи створюєте ви програми?» Для нас це було показником того, що нас не тільки слухали, а ще й зацікавилися нашою діяльністю! Мандрівка роботів Кіровоградщиною триває. Чекайте нас у своєму місті чи селищі! До зустрічей! Інформацію підготував студент Роман Островський (ЦТ20Б) 0",1,1,0
290,"Протягом жовтня кожного року жителі Землі можуть спостерігати метеорний потік Драконіди, названий так за назвою сузір'я Дракона. Хоча спостерігати потік можна протягом всього жовтня, пік активності припадає на середину місяця. Падаючі зірки – метеори – являють собою невеликі частинки міжпланетної речовини розмірами від піщинок до горошин. Вони входять до земної атмосфери на швидкості близько 20 кілометрів на секунду і практично миттєво згорають, залишаючи в небі красивий яскравий слід. Максимальне число метеорів на годину зазвичай не перевищує і 15. Від багатьох метеорних потоків Драконіди відрізняються тим, що найчастіше мають жовтуватий або червонуватий колір. Метеорні потоки зазвичай називають іменами сузір’їв, у яких розташовані їх радіанти (точки неба, з яких розходяться треки частинок): Персеїди – від сузір'я Персея, Леоніди – від сузір'я Лева, або ж (якщо в сузір'ї розташовано кілька радіантів) – за назвою найближчої зірки (Ета-Аквариди, Дельта-Аквариди). Метеори Драконід розлітаються із сузір'я Дракона (точніше від частини неба, де знаходиться «голова» Дракона). Ця точка, яка називається радіантом метеорного потоку, не заходить під горизонт на території України, тому потік можна спостерігати цілу ніч. Своїм походженням метеорний потік Драконіди зобов'язаний кометі Джіакобіні-Ціннера через залишене нею на орбіті скупчення твердих частинок (метеороїдів). Комета, наближаючись до Сонця, нагрівається, розсіюючи в міжпланетному просторі дрібні частинки льоду та пилу, які під дією сонячного вітру трохи віддаляються від самої комети, залишаючись поблизу її орбіти. Коли Земля на своєму шляху навколо Сонця зустрічається з цими частинками, вони проникають до атмосфери і прокреслюють то прямі суцільні, часом переривисті лінії, а іноді навіть мають вигляд однієї або кількох вогняних куль. Більшість спалахів спричинені метеороїдами розміром з піщинку. Трохи термінології. Тіло, що заходить у земну атмосферу з космосу, називається метеором; якщо тіло яскравіше 4-ї зоряної величини або має помітні кутові розміри — болідом. Метеор або болід, що впав на поверхню Землі називається метеоритом. Інформацію підготував доцент кафедри природничих наук та методик їхнього навчання О.В.Волчанський 0",5,0,-5
291,"6 жовтня 2022 року факультет математики, природничих наук та технологій провів на базі ЦДПУ Буревісник День першокурсника. На заході було проведено гру у волейбол та квест, який включав в себе 7 локацій: Літера ""А"" Павутинка М'яч в ціль Мотузковий лабіринт Рівновага Пінгвін Кулькова стрільба. Щиро дякуємо випускнику спеціальності «Географія» нашого університету, нині фахівцю центру туризму Назаренко Данило за організовану локацію «Мотузковий лабіринт». Дуже приємно знайомитися зі студентами перших курсів на парах, а ще крутіше – під час змагань. Родзинкою заходу став куліш від декана, приготований на вогнищі. Робимо висновок: наші першачки розумні, активні, сильні, спритні, веселі, добре організовані. Дякуємо нашим викладачам, які були зі студентами на одній хвилі! Все було круто! В нас все ще тільки починається! До нових зустрічей! Інформація надана студрадою факультету 0",NA,NA,NA
292,"На факультеті математики природничих наук та технологій підвели підсумки навчальної пропедевтичної практики з педагогіки спрямованої на ознайомлення студентів з особливостями виховної роботи закладів загальної середньої освіти, забезпечення пізнання майбутніми педагогами-вихователями закономірностей, змісту практичної виховної діяльності класного керівника та оволодіння способами її організації, усвідомлення значимості наукових знань, отриманих у процесі теоретичної підготовки, у розв’язанні практичних завдань виховання підростаючого покоління, розвиток педагогічної спрямованості, формування мотивації саморозвитку виховної компетентності, що відбулася з 26.09.22 по 30.09.22. Під керівництвом групового методиста, к.п.н, доцента кафедри педагогіки та спеціальної освіти Краснощок Інни Петрівни студенти спеціальностей 014 Середня освіта (Трудове навчання та технології), 014 Середня освіта (Фізика), 014 Середня освіта (Математика), 014 Середня освіта (Інформатика) висвітлили свої здобутки за результатами практики, представили авторські розробки виховних заходів, розкрили основні пріоритетні напрями виховної роботи на цей навчальний рік. Під керівництвом групового методиста, к.п.н, доцента кафедри педагогіки та спеціальної освіти Кравцової Тетяни Олександрівни студенти спеціальностей 014 Середня освіта (Природничі науки), 014 Середня освіта (Біологія та здоров’я людини), 014 Середня освіта (Хімія), Спеціальність: 014 Середня освіта (Географія) продемонстрували власні напрацювання за результатами виконання завдань практики, поділилися враженнями від проведеної роботи під час виконання різних завдань практики, презентували інноваційні методи та форми роботи під час дистанційного навчання. Студенти всіх спеціальностей відзначили, що навчальна пропедевтична практика з педагогіки дозволила забагати та поглибити професійні знання, що особливостей організації й здійснення виховання учнів в цілісному освітньому процесі сучасного закладу загальної середньої освіти. 0",NA,NA,NA
293,"03 жовтня 2022 року розпочалися заняття у студентів 1 курсу другого (магістерського) рівня вищої освіти на факультеті математики, природничих наук та технологій. На перше вступне заняття до них завітали декан факультету та заступники, завідувачі кафедр та куратори. Розпочався захід з вітального слова декана факультету, доктора педагогічних наук, доцента Т.В.Фурсикової. Далі Тетяна Володимирівна наголосила на особливостях організації освітнього процесу в 2022–2023 н.р., окремо зупинилася на графіку освітнього процесу та термінах навчання. Наступні слова вітання пролунали від завідувача кафедри, професора М.І.Садового та кураторів. Саме це заняття стало першою сходинкою наших магістрантів на шляху до отримання диплому. Успіхів Вам! Інформація надана заступником декана О.М.Трифоновою 0",0,2,2
