"word","n"
"adaptation",1
"addytextabfcfebaacc",1
"addytextabfcfebaacca",1
"addytextafdcffffdafd",1
"addytextafdcffffdafda",1
"addytextcfbbbedefcdcfe",1
"addytextcfbbbedefcdcfea",1
"addytextcfdbbadabcadd",1
"addytextcfdbbadabcadda",1
"addytextdbeabbbcdafeeaee",1
"addytextdbeabbbcdafeeaeea",1
"addytextddbbadacdfdbfd",1
"addytextddbbadacdfdbfda",1
"addytextfefbdbadceb",1
"addytextfefbdbadceba",1
"administration",1
"advisori",1
"aeronautics",1
"aestivum",1
"agroexpo",1
"airfreshmax",1
"allukrainain",1
"alma",1
"amazon",1
"anet",1
"application",1
"approach",1
"ar",1
"arbook",1
"architect",1
"arena",1
"art",1
"artificial",1
"backend",1
"battle",1
"bayraktar",1
"bernette",1
"bernina",1
"between",1
"bknucdungeonmasters",1
"bloesemhof",1
"bluetoothконтролер",1
"bomba",1
"bridge",1
"brovchenko",1
"browser",1
"bublé",1
"bvba",1
"by",1
"c",1
"café",1
"calendar",1
"canva",1
"capacity",1
"cats",1
"challenges",1
"ciregor",1
"citation",1
"cleanup",1
"cmdocumentgetelementbyidcloakabfcfebaaccinnerhtml",1
"cmdocumentgetelementbyidcloakafdcffffdafdinnerhtml",1
"cmdocumentgetelementbyidcloakcfdbbadabcaddinnerhtml",1
"cmdocumentgetelementbyidcloakdbeabbbcdafeeaeeinnerhtml",1
"cmdocumentgetelementbyidcloakddbbadacdfdbfdinnerhtml",1
"cme",1
"cntuits",1
"cnturandom",1
"cntusigma",1
"cntuthe",1
"cntuwheredatnet",1
"collegiate",1
"computer",1
"computing",1
"conferences",1
"contest",1
"core",1
"cortex",1
"customer",1
"cпеціальност",1
"dance",1
"database",1
"databaseproquest",1
"dauphine",1
"dblp",1
"de",1
"decision",1
"design",1
"devops",1
"dfrobot",1
"dfrobots",1
"diaspora",1
"disciplines",1
"discovering",1
"discovery",1
"doaj",1
"docker",1
"documentgetelementbyidcloakabfcfebaaccinnerhtml",1
"documentgetelementbyidcloakafdcffffdafdinnerhtml",1
"documentgetelementbyidcloakcfbbbedefcdcfeinnerhtml",1
"documentgetelementbyidcloakcfdbbadabcaddinnerhtml",1
"documentgetelementbyidcloakdbeabbbcdafeeaeeinnerhtml",1
"documentgetelementbyidcloakddbbadacdfdbfdinnerhtml",1
"documentgetelementbyidcloakfefbdbadcebinnerhtml",1
"dream",1
"dгру",1
"echo",1
"ecocityorgua",1
"economic",1
"ecosystem",1
"edera",1
"electricity",1
"emister",1
"end",1
"engine",1
"engineering",1
"enlight",1
"entrepreneurial",1
"eo",1
"epplteppkacbhejp",1
"erasmusjmoheitchrsch",1
"esports",1
"ethermap",1
"eu",1
"euronext",1
"event",1
"f",1
"femmefatale",1
"financial",1
"finder",1
"food",1
"footer",1
"forced",1
"france",1
"freak",1
"front",1
"fuzzy",1
"geography",1
"geoguessrcom",1
"geopolitics",1
"gest",1
"giz",1
"gmail",1
"goa",1
"googleclass",1
"googleworkspaceforeducation",1
"googleу",1
"googleформ",1
"gps",1
"gpt",1
"graber",1
"greeks",1
"growth",1
"hd",1
"header",1
"hedgehog",1
"herbariorum",1
"history",1
"hrmanagerom",1
"httpceurwsorgvolpaperpdf",1
"httpsbandapixelscom",1
"httpscusueduuauaantykoruptsiinizakhodynormatyvnopravoviakty",1
"httpscuttlyhwmia",1
"httpsdocsgooglecomformsdefaipqlsdowvhnjrizqnlherzuhubvzkgkfyemwncdbtygviewform",1
"httpsdocsgooglecomformsdobzqwmrhsgnkhlzmuebqdmjvqiuqflrmedituspdrivesdk",1
"httpsdocsgooglecompresentationdfbvwsodpvoqinserzippafmnqccjusfymxiceditslideidgcac",1
"httpsdoiorgijcsns",1
"httpsdoiorgshsconf",1
"httpsdrivegooglecomdrivefolderspmdcpsevdmejdybfocftzzmuspsharelink",1
"httpsdrivegooglecomfiledfvekgkmbtpunqozuwdefyiqrwview",1
"httpsdrivegooglecomfiledytmxxqnggbfyoojjgkxdvpnnusview",1
"httpsecocityorguazoomlatlngstationrandom",1
"httpsformsgledindqcxdosqzum",1
"httpsgenially",1
"httpsiitltgovuainfonewskonferentsdruganaukovopraktychnakonferentsiyazmizhnarodnoyuuchastyuimersyvnitekhnologiyivosviti",1
"httpsinstagramcomfmnstcuspuigshidymmymtamy",1
"httpsinstagramcomkroprobotsigshidzddkntzintm",1
"httpsitdradagovuabillinfobillscard",1
"httpsknoradagovuanewsmainnewshtml",1
"httpsmeetgooglecomqvbgbribkh",1
"httpsmeetgooglecomxmbuqdqbvn",1
"httpsmeetgooglecomyywdusbsir",1
"httpsphmcuspueduua",1
"httpsphmcuspueduuafacultetnovinimaslianazustrichaiemovesnurazomhtml",1
"httpsphmcuspueduuafacultetnovinivolonterstvonainformatsiinomufrontihtml",1
"httpsphmcuspueduuaojsindexphpsnysarticleviewpdf",1
"httpsphmcuspueduuavstuppidhotovkadoznozmatematykytematychnyiplanzaniatzmatematykydliapidhotovkyuchnivkhklasivdoznonrhtml",1
"httpsprometheusorgua",1
"httpstestportalgovua",1
"httpstestportalgovuaskladnykynatsionalnogomultypredmetnogotestumatematyka",1
"httpstestportalgovuaskladnykynatsionalnogomultypredmetnogotestuukrayinskamova",1
"httpstmeukraineavangerbot",1
"httpsviewgeniallyeaffcinteractivecontentkvestgraalgorimiiprogrami",1
"httpswordartcomcreate",1
"httpswwwcuspueduuaimagesstudradadocspolozhviboripdf",1
"httpswwwcuspueduuauainformatsiiadliaabituriientiv",1
"httpswwwcuspueduuauanewsdeniednanniaukrainskohonaroduvidznachylynafakultetimatematykypryrodnychykhnauktatekhnolohii",1
"httpswwwcuspueduuauantmdspetsializovanavchenaradadf",1
"httpswwwcuspueduuauauniversytetstorinkypidrozdilivuniversytetupsykholohichnasluzhbakdpuzahalnainformatsiia",1
"httpswwwshsconferencesorgcomponentsolrtaskresultsqyaremenkosortrelevancerows",1
"httpswwwueraorguauknode",1
"httpswwwyoutubecomwatchvbbdperflglistplraulgsothrdgdmrxepuqjhwindexppgaqbiaqb",1
"httpswwwyoutubecomwatchvgaxxjwckyolistplraulgsothrdgdmrxepuqjhwindexts",1
"httpswwwyoutubecomwatchvgviwvpbli",1
"httpswwwyoutubecomwatchvldpquqbv",1
"httpswwwyoutubecomwatchvrqzogiqcrlistplraulgsothrdgdmrxepuqjhwindextsppgaqbiaqb",1
"httpswwwyoutubecomwatchvrviykagalistplraulgsothrdgdmrxepuqjhwindexppgaqbiaqb",1
"httpswwwyoutubecomwatchvztaajkkmgelistplraulgsothrdgdmrxepuqjhwindextsppgaqbiaqb",1
"httpsyoutuberwrplju",1
"httpszakonradagovualawsshowixtext",1
"httpszakonradagovualawsshowztext",1
"icpc",1
"impact",1
"inc",1
"influence",1
"information",1
"informatique",1
"innovations",1
"intelligence",1
"intelligent",1
"ios",1
"iot",1
"irt",1
"isbn",1
"it",1
"itгалуз",1
"itкомпаніїonix",1
"ix",1
"january",1
"javafx",1
"jemelry",1
"jibo",1
"journal",1
"junior",1
"katowice",1
"kg",1
"kopentech",1
"kowo",1
"kropдівчат",1
"kspu",1
"kumite",1
"l",1
"labster",1
"landsat",1
"ldd",1
"legoeducation",1
"legoслон",1
"lens",1
"lifecell",1
"m",1
"makecodemicrobitorg",1
"males",1
"management",1
"mapped",1
"marketing",1
"masters",1
"mate",1
"mater",1
"mathematics",1
"mc",1
"mecanum",1
"mechanic",1
"men",1
"michael",1
"migration",1
"mines",1
"mix",1
"modeling",1
"models",1
"mozaweb",1
"mpcnc",1
"ms",1
"n",1
"name",1
"nasa",1
"nasdaq",1
"national",1
"nauka",1
"network",1
"nk",1
"no",1
"nodemcu",1
"not",1
"ntdocumentgetelementbyidcloakcfbbbedefcdcfeinnerhtml",1
"ntdocumentgetelementbyidcloakfefbdbadcebinnerhtml",1
"nyse",1
"oculusrift",1
"odessa",1
"oeuvre",1
"one",1
"online",1
"ools",1
"opportunities",1
"or",1
"orient",1
"pandemia",1
"pandemic",1
"paris",1
"pdf",1
"period",1
"perspectives",1
"pi",1
"pnu",1
"poland",1
"policy",1
"pp",1
"pr",1
"premium",1
"pro",1
"proceedings",1
"professional",1
"profifair",1
"program",1
"programming",1
"project",1
"prometheus",1
"psychodiagnostic",1
"public",1
"quasi",1
"quilts",1
"raspberry",1
"reactдепартамент",1
"recruiter",1
"recruitment",1
"refugee",1
"rgb",1
"role",1
"routing",1
"saiup",1
"sales",1
"scholar",1
"scorinikropyvnytskyi",1
"seegel",1
"seminar",1
"server",1
"setterra",1
"sewgo",1
"shelter",1
"shs",1
"silesia",1
"sindi",1
"smmниц",1
"solovey",1
"solutions",1
"sony",1
"sort",1
"space",1
"spolit",1
"stack",1
"steam",1
"steamнавчанн",1
"steamосвіт",1
"steamпроєкт",1
"stemдіяльност",1
"stemнавчанн",1
"stemпедагог",1
"stemцентр",1
"stemіде",1
"steven",1
"stopfraudmriya",1
"stoprassia",1
"stoprassiachennel",1
"stoprussia",1
"stoprussiamriya",1
"streamосвіт",1
"studio",1
"su",1
"success",1
"sustainable",1
"switching",1
"sмм",1
"t",1
"talk",1
"tasks",1
"teaching",1
"team",1
"techleadreact",1
"technologies",1
"technology",1
"telegramбот",1
"th",1
"tkinter",1
"trade",1
"triticum",1
"uiux",1
"ukrainian",1
"under",1
"unitydproject",1
"university",1
"unreal",1
"usa",1
"usb",1
"vegas",1
"vesnasoft",1
"vi",1
"viberгруп",1
"vision",1
"visual",1
"vodafone",1
"wabiss",1
"watch",1
"webдодатк",1
"webкамер",1
"webпрогр",1
"webпрограмуванн",1
"webрозробк",1
"webсервіс",1
"webсторінк",1
"west",1
"wko",1
"workspace",1
"wrap",1
"x",1
"xix",1
"xv",1
"xxi",1
"xі",1
"xіv",1
"youth",1
"zero",1
"абаліцьк",1
"абист",1
"абстрактн",1
"авпузік",1
"авт",1
"автоматик",1
"автомобіл",1
"автомобільн",1
"автономі",1
"авторитетн",1
"авіакомпан",1
"авіаційн",1
"агарагар",1
"агент",1
"агзам",1
"агр",1
"агресор",1
"агресіє",1
"агробізнес",1
"адаптер",1
"аджамськ",1
"адресн",1
"аеронавтик",1
"аеропорт",1
"аеротопографічн",1
"азот",1
"айк",1
"аколг",1
"акорд",1
"акредитаційн",1
"активізац",1
"активізуют",1
"активіст",1
"актор",1
"акторськ",1
"актуалізув",1
"актуалізувал",1
"акуленк",1
"акумулятор",1
"акцентуюч",1
"акціє",1
"ал",1
"алааб",1
"александер",1
"алуг",1
"альон",1
"альтернатив",1
"алюмін",1
"алєксеєвєц",1
"амалєєв",1
"амбітн",1
"аміак",1
"анагр",1
"анатолі",1
"анатомічн",1
"ангел",1
"андрі",1
"андріївнакалініченк",1
"анонсув",1
"анонсува",1
"анонімн",1
"антикризов",1
"антон",1
"антропогенн",1
"антрополог",1
"антуан",1
"анімаці",1
"апалат",1
"апанасевич",1
"апанасєвич",1
"апаратнопрограмн",1
"аплет",1
"аплікац",1
"апоге",1
"аполлон",1
"апробаці",1
"апроксимац",1
"апсайклінг",1
"ар",1
"арабськ",1
"арбітр",1
"аргументаці",1
"арифметичн",1
"арифмометр",1
"аркад",1
"армі",1
"аромат",1
"арсенал",1
"артистизм",1
"артквілт",1
"арттерапевт",1
"арттерапі",1
"арттехнологі",1
"артур",1
"археолог",1
"архітектор",1
"архітектурномістобудівн",1
"арін",1
"ас",1
"асимптотическ",1
"аскаковськ",1
"аспіранток",1
"аспірантц",1
"ассоціац",1
"астронавт",1
"атестаційн",1
"атестаціє",1
"ауді",1
"аурел",1
"аустенк",1
"аутсорскомпані",1
"африк",1
"африц",1
"бабак",1
"бабаліч",1
"бабченк",1
"багатогалузев",1
"багатогалузевіст",1
"багатопрофільн",1
"багл",1
"бадьорост",1
"базарн",1
"базоватренінг",1
"базуюч",1
"базуєт",1
"бакалаврапишаєм",1
"балаб",1
"бальн",1
"балістичн",1
"банківськ",1
"барбір",1
"барвист",1
"барвник",1
"барометричн",1
"бата",1
"батареє",1
"батьківськ",1
"бачим",1
"безпец",1
"безплатн",1
"безпровідн",1
"безпілотник",1
"безробітт",1
"безсмертн",1
"безцінн",1
"безчест",1
"бельгі",1
"бельгійськ",1
"беньямін",1
"бербец",1
"бережинськ",1
"березняк",1
"берест",1
"берет",1
"бернс",1
"бетон",1
"благовіщенськ",1
"благополучч",1
"благоустр",1
"блажк",1
"блакитн",1
"бленденгов",1
"блиск",1
"блискуч",1
"блогер",1
"блокад",1
"блоц",1
"блочн",1
"блютуз",1
"бліцопитуванн",1
"бн",1
"бобб",1
"бобров",1
"богатирец",1
"богданов",1
"богданівн",1
"богданіськ",1
"богородиц",1
"бодик",1
"божор",1
"бойк",1
"бойов",1
"бойченк",1
"бок",1
"боков",1
"бол",1
"болгарі",1
"болонськ",1
"боліл",1
"бон",1
"бонус",1
"борец",1
"борисенк",1
"борол",1
"борот",1
"бос",1
"ботанік",1
"боц",1
"боєприпас",1
"брак",1
"бракувал",1
"братиславськ",1
"брезгін",1
"брейнринз",1
"брендан",1
"брехуненк",1
"бригад",1
"бриков",1
"бричк",1
"брошур",1
"брукінз",1
"брюлл",1
"бспеціальност",1
"був",1
"бугр",1
"будкемп",1
"будівел",1
"бузин",1
"буквальн",1
"букет",1
"буклет",1
"булазаступник",1
"булер",1
"буряк",1
"бусольн",1
"бут",1
"бутт",1
"бучанськ",1
"буя",1
"бх",1
"бібліографі",1
"бібліографічн",1
"біг",1
"бігт",1
"біденк",1
"бізнесконсалтинг",1
"бізнесмен",1
"бізнессередовищ",1
"білецьк",1
"білик",1
"білк",1
"білокін",1
"білоножк",1
"більшовицьк",1
"бінарн",1
"біографістиц",1
"біографічнопросопографічн",1
"біологамеколог",1
"біологівхімік",1
"біом",1
"біостратиграф",1
"біотехнологічн",1
"біоформ",1
"бірзул",1
"біс",1
"бісектр",1
"бічер",1
"вагомост",1
"вадим",1
"вайбер",1
"вайбергруп",1
"вакуленк",1
"валєр",1
"валідност",1
"валіцьк",1
"вантаж",1
"вантажн",1
"вантажопідйомн",1
"вантажівк",1
"вантажівок",1
"ваніл",1
"вапп",1
"вареник",1
"вартіст",1
"варіативн",1
"варіац",1
"ваучер",1
"вашек",1
"ваєлив",1
"вбит",1
"вболів",1
"вболівальник",1
"вболіваєм",1
"вбранн",1
"вваж",1
"вважаєт",1
"ввел",1
"ввкотяк",1
"ввнічишин",1
"ввсташис",1
"вдач",1
"вдовенк",1
"вдовиченк",1
"вдосконалил",1
"вдосконалюют",1
"вдруг",1
"веб",1
"вебдизайн",1
"вебзастосунк",1
"вебкамер",1
"вел",1
"великден",1
"великобритан",1
"велич",1
"вельм",1
"венер",1
"вентилятор",1
"вербицьк",1
"вересен",1
"верещак",1
"вернигор",1
"верс",1
"вертикальн",1
"верховин",1
"веснянк",1
"веснянолітн",1
"вечер",1
"вечорниц",1
"вечірн",1
"вживан",1
"взавізіон",1
"взаємовигідн",1
"взаємовідвідуванн",1
"взаємодіял",1
"взаємозалежніст",1
"взаємозбагаченн",1
"взаємокорисн",1
"взаємообмін",1
"взаємоповязан",1
"взимк",1
"взнак",1
"взутт",1
"вибир",1
"виборн",1
"виборц",1
"виборч",1
"вибран",1
"вибудовув",1
"вив",1
"вивод",1
"виводил",1
"вивчатимут",1
"вивчит",1
"вигадув",1
"виглядают",1
"виговлен",1
"вигоранн",1
"виготовлял",1
"виготовляют",1
"видаленн",1
"видовищн",1
"видозмін",1
"видрукован",1
"виділен",1
"виживанн",1
"визн",1
"визнанн",1
"визнаєт",1
"викладатимут",1
"викладацьк",1
"викладачамивчител",1
"викладачамипредметник",1
"викладачц",1
"викладачівдослідник",1
"викладачівекономік",1
"викладачімализмогуобговорит",1
"викладачіпрофесіон",1
"викладают",1
"викладенн",1
"викладок",1
"виклал",1
"викликан",1
"викликают",1
"викликиолен",1
"виконавч",1
"виконувал",1
"виконуюч",1
"викопн",1
"використал",1
"використают",1
"викраденн",1
"викривлен",1
"викривленн",1
"вимаг",1
"вимик",1
"вимоглив",1
"вимочув",1
"винагород",1
"винахідлив",1
"винахідливіст",1
"винесен",1
"виникл",1
"виникнут",1
"винницьк",1
"винос",1
"виносит",1
"винятк",1
"винятков",1
"винятковіст",1
"виокремил",1
"виокремлюв",1
"випадок",1
"випалюванн",1
"виправн",1
"випробуван",1
"випускниківбакалавр",1
"випускниківмагістр",1
"випускниківспеціальност",1
"випусковійкафедр",1
"виразніст",1
"виробил",1
"виробничотехнологічн",1
"виробничоінформаційн",1
"вироджуєт",1
"виріб",1
"вирізняют",1
"виріс",1
"вирішальн",1
"вирішит",1
"вирішуют",1
"висадк",1
"висвітлю",1
"висвітлюватимут",1
"виск",1
"висловленн",1
"висловлю",1
"вислух",1
"висококонкурентн",1
"високохудожн",1
"високоякісн",1
"висотн",1
"виставит",1
"виставц",1
"вистояв",1
"вистоял",1
"виступаюч",1
"висц",1
"витвор",1
"витинанк",1
"витончен",1
"витр",1
"витратит",1
"витримув",1
"вихован",1
"виховател",1
"виходит",1
"виходц",1
"вихід",1
"вихідц",1
"вичерпн",1
"вишамиспіворганізатор",1
"вишиван",1
"вищезазначен",1
"вищезгадан",1
"виявит",1
"виявл",1
"виявляєт",1
"виїмк",1
"виїх",1
"вказ",1
"вказув",1
"вказівник",1
"вкладал",1
"вкладенн",1
"вкладк",1
"включат",1
"включают",1
"включен",1
"включит",1
"включн",1
"вкусит",1
"владилен",1
"владн",1
"влас",1
"власник",1
"власнице",1
"власніст",1
"власюк",1
"влаштовув",1
"вліз",1
"влітк",1
"вмирают",1
"вмотив",1
"вмотивован",1
"вмі",1
"вміл",1
"вміют",1
"внес",1
"внеск",1
"внз",1
"вносил",1
"вносит",1
"внутрішньогрупов",1
"вовк",1
"вовкотруб",1
"вогнищ",1
"вогнян",1
"вогон",1
"вод",1
"водекан",1
"вознюк",1
"войтович",1
"вол",1
"волд",1
"волейболіст",1
"волинськ",1
"волкан",1
"вологіст",1
"волод",1
"володар",1
"волос",1
"вонитак",1
"воркшоп",1
"ворожбітгорбатюк",1
"воронкін",1
"восток",1
"восухомлинськ",1
"восьм",1
"воєвод",1
"вп",1
"впав",1
"впливат",1
"впомісцев",1
"впорядкуванн",1
"вправляют",1
"впровадж",1
"впроваджен",1
"впроваджуют",1
"враг",1
"враж",1
"вражаюч",1
"врахован",1
"враховуют",1
"врегулюванн",1
"вру",1
"врятув",1
"всел",1
"всеобуч",1
"всеуніверситетськ",1
"всп",1
"встановил",1
"встановлю",1
"вступают",1
"вступит",1
"втомлен",1
"вторгненн",1
"вторинн",1
"втрач",1
"втіл",1
"втілит",1
"втілю",1
"втілюєт",1
"вугар",1
"вуглевод",1
"вуглец",1
"вужч",1
"вузампартнер",1
"вузлавалідатор",1
"вулице",1
"вулкан",1
"вулканоїд",1
"вум",1
"вуст",1
"вф",1
"вхід",1
"вхідн",1
"вченимпалеозоолог",1
"вченівинахідник",1
"вчерг",1
"вчинен",1
"вчительок",1
"вчителяминаставник",1
"вчителяпрактик",1
"вчор",1
"вшановуватимут",1
"вшановуєм",1
"вшановуєт",1
"вштіп",1
"вів",1
"вівсян",1
"вівторок",1
"відбит",1
"відбувают",1
"відбір",1
"відбірковотренувальн",1
"відважн",1
"відверт",1
"відвідан",1
"відвідают",1
"відвідуваніст",1
"відгукну",1
"віддаляют",1
"віддан",1
"відданост",1
"відданіст",1
"віддают",1
"відеоадаптер",1
"відеозверненн",1
"відеозустріч",1
"відеокамер",1
"відеолекці",1
"відеообробк",1
"відеопродукці",1
"відеоредактор",1
"відеосигнал",1
"відеофрагмент",1
"відзначал",1
"відзначаєм",1
"відкладаєм",1
"відкр",1
"відкривдиректор",1
"відкритіст",1
"відкриют",1
"відкриєт",1
"відміт",1
"відмітит",1
"віднайт",1
"віднест",1
"відносн",1
"відношен",1
"відношенн",1
"відображенн",1
"відокрем",1
"відокремлен",1
"відомств",1
"відповідатимут",1
"відповіст",1
"відпочивал",1
"відпочиваєм",1
"відпочил",1
"відпочит",1
"відправил",1
"відправл",1
"відпрацьовув",1
"відпрацюванн",1
"відпуск",1
"відремонтован",1
"відслідковув",1
"відслідковувал",1
"відсотков",1
"відстоюют",1
"відступ",1
"відсутност",1
"відтворит",1
"відтворюв",1
"відтінк",1
"відход",1
"відхід",1
"відчайдушн",1
"відчин",1
"відчинен",1
"відчувают",1
"відчуваєт",1
"відігр",1
"відійшл",1
"візуальн",1
"візуалізац",1
"візуалізован",1
"вікн",1
"вікторівноюсуріноюметодист",1
"вікімед",1
"вікіпеді",1
"віленкін",1
"вільнюс",1
"віртуальност",1
"вірус",1
"вістр",1
"віталі",1
"віталін",1
"вітамін",1
"вітают",1
"вітр",1
"вітчизн",1
"віхляєв",1
"віцепрезидент",1
"гавриленк",1
"гаврилюк",1
"гаврюшин",1
"газов",1
"гайворон",1
"гайденк",1
"галаконцерт",1
"галин",1
"галич",1
"галузев",1
"галузіоцінюванн",1
"галушк",1
"галіцьк",1
"гам",1
"гаманюк",1
"гаммарадіаці",1
"ганнс",1
"ганівськ",1
"гарантуванн",1
"гарантуют",1
"гарантуєм",1
"гармонізац",1
"гармонік",1
"гарнізнанн",1
"гашенк",1
"гейк",1
"геймтехнолог",1
"генез",1
"генеративн",1
"генерув",1
"генетик",1
"геннадійович",1
"геніальн",1
"геогр",1
"географотуристичн",1
"геодезі",1
"геоекологі",1
"геологі",1
"геометр",1
"геоморфологічн",1
"георг",1
"геохронологічн",1
"гер",1
"гербаризаці",1
"герберт",1
"германськ",1
"героїзм",1
"гетьман",1
"гжегож",1
"гкм",1
"главчев",1
"глазун",1
"глибин",1
"глибинн",1
"глобалізаці",1
"глобус",1
"глонасс",1
"гліб",1
"гмб",1
"гнтн",1
"говор",1
"говорим",1
"год",1
"гожик",1
"голод",1
"голодув",1
"голодуванн",1
"голос",1
"голосов",1
"гонт",1
"гонтов",1
"гонтовагост",1
"гончаренк",1
"гончарук",1
"гор",1
"гордіст",1
"горизонтальн",1
"горлівськ",1
"горобин",1
"горошин",1
"горьк",1
"горіл",1
"господарюванн",1
"готел",1
"готуєм",1
"грав",1
"граклікер",1
"грал",1
"графов",1
"граюч",1
"гречан",1
"гречанюк",1
"гриб",1
"григорівналитвиновадоктор",1
"громадськіст",1
"громіздк",1
"громіздкіст",1
"грошов",1
"гртнб",1
"груб",1
"грузі",1
"групуванн",1
"груш",1
"грушевськ",1
"гряз",1
"грязн",1
"грі",1
"губ",1
"гувер",1
"гугл",1
"гуглклас",1
"гула",1
"гулкл",1
"гур",1
"гурт",1
"гуртківц",1
"гуртожиток",1
"гусеничн",1
"гучн",1
"гф",1
"гфаркушин",1
"гіб",1
"гібридн",1
"гідрологічн",1
"гідрометеоролог",1
"гілочк",1
"гімн",1
"гіперпосиланн",1
"гіст",1
"гістехнолог",1
"давач",1
"давидівн",1
"давнин",1
"давньогрецьк",1
"дадут",1
"дакот",1
"далекомір",1
"дба",1
"двадц",1
"двадцятирічн",1
"дванадцятьох",1
"дво",1
"двовимірн",1
"двоколісн",1
"дворян",1
"двосторон",1
"ддз",1
"дебют",1
"дебютант",1
"дев",1
"девятикласник",1
"дегустац",1
"декоративноприкладн",1
"декорув",1
"делегуванн",1
"дельтаакварид",1
"дельфін",1
"демогеографічн",1
"демографі",1
"демонстраційн",1
"демонстраціє",1
"демонструвал",1
"демонструют",1
"демянчук",1
"денисенк",1
"депозит",1
"депозитн",1
"дер",1
"деревин",1
"деревн",1
"державност",1
"державотворенн",1
"державінаголошен",1
"десятирічч",1
"десятк",1
"детальніст",1
"деталізаціє",1
"деталізув",1
"деформован",1
"дефіл",1
"дефіцит",1
"джаз",1
"джем",1
"джерелознавств",1
"джон",1
"джордж",1
"джіакобініціннер",1
"дзвінк",1
"дивил",1
"дивл",1
"дивовижн",1
"дивіт",1
"дидактикометодичн",1
"диджитал",1
"диджиталізац",1
"дизайнерськ",1
"дизайнпроектн",1
"дик",1
"дикт",1
"димченк",1
"дипломат",1
"дипломн",1
"директорц",1
"дирекц",1
"дирекці",1
"дисертантк",1
"дискотек",1
"диспл",1
"диференціальн",1
"диференціаці",1
"диференційован",1
"диференціюв",1
"дломакін",1
"длюрочесност",1
"днеча",1
"дніпр",1
"добавок",1
"добош",1
"добробут",1
"добровеличківк",1
"доброт",1
"добутк",1
"довбн",1
"довг",1
"довгоочікуван",1
"довгорук",1
"довженк",1
"довод",1
"доводил",1
"доводит",1
"довідал",1
"довідков",1
"довіря",1
"додав",1
"доданодв",1
"додаюч",1
"додаєм",1
"дозволял",1
"док",1
"докладут",1
"докор",1
"докорінн",1
"документальн",1
"документкамер",1
"дол",1
"долар",1
"долуча",1
"долучайт",1
"долучают",1
"домовленіст",1
"домогт",1
"домоткан",1
"домінуванн",1
"домінуют",1
"дональд",1
"донбас",1
"донесенн",1
"донест",1
"донин",1
"донц",1
"доперелік",1
"допитлив",1
"допитливіст",1
"доповн",1
"доповнит",1
"доповіл",1
"допоможем",1
"допрофільн",1
"допроєкт",1
"доробк",1
"дорожн",1
"дорощук",1
"дорул",1
"дос",1
"досвіджанн",1
"дослухают",1
"дослідж",1
"досліджуют",1
"досліднице",1
"дослідноекспериментальн",1
"достовірност",1
"достовірніст",1
"доступност",1
"досягаєм",1
"досягнутомучекаєм",1
"дотепн",1
"дотичн",1
"дотримк",1
"дотримуєт",1
"дохід",1
"доцентз",1
"доценток",1
"доцільніст",1
"дощ",1
"доісторичн",1
"дпавлюк",1
"дпасічник",1
"дптнз",1
"дптпто",1
"дробот",1
"дроговоз",1
"дружб",1
"дружност",1
"друкован",1
"друкув",1
"друкуванн",1
"дрібн",1
"дрібниц",1
"ду",1
"дудник",1
"дужеадж",1
"дун",1
"дус",1
"духовніст",1
"душе",1
"дяк",1
"діагностик",1
"діагр",1
"діапазон",1
"дібран",1
"дібров",1
"дівчаток",1
"дівчин",1
"діджиталізаціє",1
"дізналисястудент",1
"дійсн",1
"діловодн",1
"ділянок",1
"ділянц",1
"діоксид",1
"діофант",1
"дістн",1
"діют",1
"діяльн",1
"діє",1
"дієздатн",1
"евакуаці",1
"евристичн",1
"егід",1
"едукаці",1
"едіківн",1
"ейнштейн",1
"екерн",1
"екзотик",1
"екліптиц",1
"екодизайн",1
"екоестетик",1
"екологізац",1
"економікияк",1
"економіст",1
"економіц",1
"екскурсіє",1
"експертомконсультант",1
"експозиці",1
"експозиціє",1
"експон",1
"експонуєт",1
"експорт",1
"експресдіагностиц",1
"екстремальн",1
"екстрен",1
"екстренн",1
"екц",1
"електродинамік",1
"електроенергетичн",1
"електроенергі",1
"елікарнян",1
"емерсон",1
"емоційноекспресивн",1
"емоційніст",1
"емірат",1
"енергетичн",1
"ентузіаст",1
"еон",1
"еп",1
"епсірик",1
"епіграф",1
"епідемі",1
"ерудит",1
"естафет",1
"етаакварид",1
"етикет",1
"етимолог",1
"етимологі",1
"етнограф",1
"етнодизайн",1
"етнокультурн",1
"етноподорож",1
"етностил",1
"ефір",1
"жабчіц",1
"жаг",1
"жадан",1
"жарт",1
"жел",1
"желейн",1
"жеребкуванн",1
"живем",1
"живленн",1
"жикалов",1
"жил",1
"жилет",1
"жир",1
"життєрадісніст",1
"жовтуват",1
"жуков",1
"жуковськ",1
"журн",1
"журналіст",1
"журналістик",1
"жіночн",1
"жінц",1
"забав",1
"забавит",1
"забаг",1
"забезпеченост",1
"забезпечуватимут",1
"заберет",1
"забужк",1
"завад",1
"завантаж",1
"завантаженн",1
"завантажит",1
"завд",1
"завдячуют",1
"завершит",1
"завершув",1
"завершуют",1
"завіта",1
"завітайт",1
"завітал",1
"загальнонаціональн",1
"загальноознайомлювальн",1
"загальносвітн",1
"загальнотехнічн",1
"заглибил",1
"загострил",1
"задавалиїм",1
"задан",1
"задекларован",1
"задимлен",1
"задн",1
"задоводенн",1
"задовольнит",1
